count,encroached,area_m2,area_feddan,patch_id,mean_carbon_potential,rank,centroid_lat,centroid_lon,relative_carbon_loss_share_pct,size_class
1,1,85.40970102887786,0.02033162518570803,KED-ENCR-0135,15.205128183367869,172,31.143288343262746,30.126844599280396,0.0019760832232091213,Small (<500 m²)
1,1,85.40960163246255,0.020331601524570753,KED-ENCR-0136,33.17654426711078,173,31.143378174791163,30.127024262337216,0.004311672709627885,Small (<500 m²)
1,1,85.40799400074795,0.020331218830742483,KED-ENCR-0054,5.917755472779182,174,31.14625278370035,30.118490267138082,0.00076906576832988,Small (<500 m²)
1,1,85.40784463973672,0.020331183275623322,KED-ENCR-0053,29.007065766137575,175,31.146432446757156,30.118400435609672,0.0037697235734638333,Small (<500 m²)
1,1,85.40728608363307,0.02033105031235091,KED-ENCR-0033,20.93380283563983,176,31.1474205935697,30.115525826700484,0.002720514187009439,Small (<500 m²)
1,1,85.40717664952972,0.02033102426176011,KED-ENCR-0039,4.914464848184917,177,31.14751042509811,30.115795321285727,0.0006386729785757951,Small (<500 m²)
1,1,85.40699705018052,0.02033098150845917,KED-ENCR-0024,11.262895333419094,178,31.147869751211754,30.114537679887956,0.0014636978807815474,Small (<500 m²)
1,1,85.4068576338612,0.020330948320655965,KED-ENCR-0021,5.272585625023764,179,31.14804941426858,30.11435801683113,0.0006852110029711306,Small (<500 m²)
1,1,85.40581231186617,0.020330699483641607,KED-ENCR-0022,1.0616351056628919,180,31.149217224137935,30.114447848359546,0.00013796554553168256,Small (<500 m²)
1,1,85.40559345642042,0.020330647385497728,KED-ENCR-0031,0.09091194694870224,181,31.14939688719475,30.11498683753002,1.181449647629589e-05,Small (<500 m²)
1,1,85.40456794215203,0.02033040326367695,KED-ENCR-0029,36.39132354641229,182,31.15056469706411,30.114897006001602,0.0047291914389384244,Small (<500 m²)
